protein1 protein2 combined_score
node_name_1228 node_name_186 8.474911799159631
node_name_1228 node_name_1536 8.475120414994329
node_name_1228 node_name_2580 8.475328987317539
node_name_1229 node_name_657 8.475537516147405
node_name_1229 node_name_867 8.475746001502063
node_name_1229 node_name_871 8.47595444339964
node_name_1229 node_name_1155 8.476162841858246
node_name_1229 node_name_1254 8.476371196895983
node_name_1229 node_name_1308 8.476579508530941
node_name_1229 node_name_1358 8.4767877767812
node_name_1229 node_name_1384 8.476996001664824
node_name_1229 node_name_1506 8.477204183199873
node_name_1229 node_name_1627 8.477412321404392
node_name_1229 node_name_1749 8.477620416296414
node_name_1229 node_name_2439 8.47782846789396
node_name_1229 node_name_2440 8.478036476215044
node_name_1229 node_name_2441 8.478244441277663
node_name_1229 node_name_2442 8.478452363099807
node_name_1230 node_name_1050 8.478660241699453
node_name_1230 node_name_1342 8.47886807709457
node_name_1231 node_name_653 8.47907586930311
node_name_1232 node_name_624 8.479283618343016
node_name_1232 node_name_1083 8.479491324232226
node_name_1233 node_name_2433 8.479698986988657
node_name_1234 node_name_22 8.479906606630221
node_name_1234 node_name_1702 8.480114183174816
node_name_1234 node_name_1703 8.480321716640333
node_name_1234 node_name_1966 8.480529207044645
node_name_1235 node_name_1119 8.480736654405622
node_name_1235 node_name_1462 8.480944058741116
node_name_1235 node_name_2126 8.481151420068972
node_name_1235 node_name_2577 8.481358738407021
node_name_1236 node_name_2479 8.481566013773087
node_name_1237 node_name_735 8.481773246184977
node_name_1237 node_name_739 8.481980435660493
node_name_1237 node_name_1958 8.482187582217422
node_name_1238 node_name_154 8.482394685873542
node_name_1238 node_name_1358 8.482601746646619
node_name_1239 node_name_743 8.482808764554406
node_name_1239 node_name_2027 8.48301573961465
node_name_1239 node_name_2611 8.483222671845084
node_name_1240 node_name_258 8.483429561263428
node_name_1240 node_name_706 8.483636407887394
node_name_1240 node_name_789 8.483843211734683
node_name_1240 node_name_1443 8.484049972822984
node_name_1240 node_name_1702 8.484256691169973
node_name_1240 node_name_2237 8.48446336679332
node_name_1241 node_name_310 8.484669999710677
node_name_1241 node_name_1701 8.484876589939695
node_name_1241 node_name_1950 8.485083137498004
node_name_1242 node_name_1101 8.48528964240323
node_name_1242 node_name_2146 8.485496104672983
node_name_1242 node_name_2148 8.485702524324866
node_name_1243 node_name_1041 8.48590890137647
node_name_1243 node_name_1150 8.486115235845377
node_name_1243 node_name_1358 8.48632152774915
node_name_1244 node_name_493 8.486527777105353
node_name_1245 node_name_306 8.48673398393153
node_name_1245 node_name_542 8.486940148245216
node_name_1245 node_name_1144 8.48714627006394
node_name_1245 node_name_1770 8.487352349405215
node_name_1245 node_name_2080 8.487558386286548
node_name_1246 node_name_857 8.487764380725425
node_name_1247 node_name_1679 8.487970332739334
node_name_1248 node_name_603 8.488176242345745
node_name_1248 node_name_1651 8.488382109562117
node_name_1248 node_name_2045 8.488587934405903
node_name_1249 node_name_1483 8.48879371689454
node_name_1249 node_name_2556 8.488999457045455
node_name_1249 node_name_2558 8.48920515487607
node_name_1250 node_name_202 8.489410810403786
node_name_1250 node_name_328 8.489616423646003
node_name_1250 node_name_650 8.489821994620105
node_name_1250 node_name_1173 8.490027523343468
node_name_1250 node_name_2507 8.490233009833455
node_name_1251 node_name_102 8.490438454107418
node_name_1251 node_name_306 8.4906438561827
node_name_1251 node_name_505 8.490849216076635
node_name_1251 node_name_1448 8.491054533806542
node_name_1251 node_name_1623 8.491259809389733
node_name_1252 node_name_867 8.491465042843506
node_name_1252 node_name_2656 8.491670234185152
node_name_1253 node_name_302 8.491875383431948
node_name_1253 node_name_308 8.492080490601163
node_name_1254 node_name_657 8.492285555710053
node_name_1254 node_name_1229 8.492490578775866
node_name_1254 node_name_1308 8.492695559815838
node_name_1255 node_name_198 8.492900498847193
node_name_1255 node_name_2248 8.493105395887147
node_name_1256 node_name_4 8.493310250952906
node_name_1256 node_name_595 8.49351506406166
node_name_1256 node_name_982 8.493719835230594
node_name_1256 node_name_1016 8.493924564476883
node_name_1256 node_name_1091 8.494129251817686
node_name_1256 node_name_1761 8.494333897270154
node_name_1256 node_name_2175 8.494538500851432
node_name_1256 node_name_2176 8.494743062578646
node_name_1257 node_name_428 8.494947582468917
node_name_1257 node_name_492 8.495152060539358
node_name_1257 node_name_688 8.495356496807062
node_name_1257 node_name_996 8.495560891289124
node_name_1257 node_name_1071 8.495765244002618
node_name_1257 node_name_1135 8.49596955496461
node_name_1257 node_name_1206 8.496173824192162
node_name_1257 node_name_2248 8.496378051702317
node_name_1257 node_name_2249 8.496582237512113
node_name_1257 node_name_2518 8.496786381638575
node_name_1257 node_name_2538 8.496990484098719
node_name_1257 node_name_2671 8.497194544909547
node_name_1257 node_name_2673 8.497398564088058
node_name_1257 node_name_2677 8.497602541651233
node_name_1257 node_name_2678 8.497806477616047
node_name_1257 node_name_2679 8.498010371999463
node_name_1258 node_name_452 8.498214224818435
node_name_1258 node_name_505 8.498418036089904
node_name_1258 node_name_644 8.498621805830801
node_name_1259 node_name_356 8.498825534058053
node_name_1259 node_name_2342 8.499029220788566
node_name_1260 node_name_1559 8.499232866039245
node_name_1260 node_name_2250 8.499436469826978
node_name_1261 node_name_2130 8.499640032168648
node_name_1262 node_name_110 8.499843553081124
node_name_1262 node_name_189 8.500047032581268
node_name_1262 node_name_564 8.500250470685925
node_name_1262 node_name_567 8.50045386741194
node_name_1262 node_name_1072 8.500657222776137
node_name_1262 node_name_1509 8.50086053679534
node_name_1263 node_name_1407 8.501063809486354
node_name_1264 node_name_248 8.501267040865978
node_name_1264 node_name_443 8.501470230951002
node_name_1264 node_name_1531 8.5016733797582
node_name_1265 node_name_377 8.501876487304344
node_name_1265 node_name_733 8.502079553606189
node_name_1265 node_name_2291 8.502282578680484
node_name_1266 node_name_255 8.502485562543963
node_name_1266 node_name_1529 8.502688505213357
node_name_1266 node_name_1984 8.502891406705377
node_name_1267 node_name_645 8.503094267036737
node_name_1267 node_name_647 8.503297086224126
node_name_1267 node_name_1824 8.503499864284235
node_name_1268 node_name_162 8.503702601233739
node_name_1268 node_name_1929 8.503905297089302
node_name_1268 node_name_2309 8.504107951867582
node_name_1269 node_name_737 8.504310565585223
node_name_1269 node_name_753 8.504513138258863
node_name_1269 node_name_890 8.504715669905124
node_name_1269 node_name_1227 8.504918160540624
node_name_1269 node_name_1314 8.505120610181969
node_name_1269 node_name_1630 8.50532301884575
node_name_1269 node_name_1880 8.505525386548555
node_name_1269 node_name_2227 8.505727713306959
node_name_1270 node_name_1622 8.505929999137527
node_name_1270 node_name_2034 8.506132244056813
node_name_1271 node_name_15 8.506334448081361
node_name_1271 node_name_599 8.506536611227709
node_name_1271 node_name_1090 8.506738733512378
node_name_1271 node_name_1093 8.506940814951886
node_name_1271 node_name_2367 8.507142855562735
node_name_1272 node_name_310 8.507344855361422
node_name_1272 node_name_1945 8.507546814364431
node_name_1272 node_name_1947 8.507748732588238
node_name_1272 node_name_1950 8.507950610049305
node_name_1273 node_name_722 8.508152446764088
node_name_1273 node_name_1111 8.508354242749032
node_name_1273 node_name_1119 8.508555998020574
node_name_1273 node_name_2034 8.508757712595136
node_name_1273 node_name_2124 8.508959386489133
node_name_1273 node_name_2125 8.509161019718974
node_name_1273 node_name_2126 8.509362612301048
node_name_1273 node_name_2129 8.509564164251746
node_name_1274 node_name_239 8.50976567558744
node_name_1275 node_name_405 8.509967146324497
node_name_1275 node_name_1468 8.510168576479273
node_name_1276 node_name_458 8.510369966068112
node_name_1276 node_name_1022 8.51057131510735
node_name_1276 node_name_1962 8.510772623613315
node_name_1277 node_name_755 8.51097389160232
node_name_1278 node_name_2268 8.511175119090675
node_name_1278 node_name_2305 8.511376306094673
node_name_1278 node_name_2306 8.511577452630602
node_name_1279 node_name_731 8.511778558714738
node_name_1279 node_name_901 8.51197962436335
node_name_1279 node_name_2186 8.512180649592693
node_name_1279 node_name_2203 8.512381634419015
node_name_1280 node_name_449 8.512582578858554
node_name_1280 node_name_2612 8.512783482927537
node_name_1281 node_name_977 8.512984346642183
node_name_1281 node_name_1358 8.513185170018698
node_name_1281 node_name_1746 8.513385953073284
node_name_1281 node_name_1748 8.513586695822125
node_name_1282 node_name_684 8.513787398281405
node_name_1282 node_name_741 8.51398806046729
node_name_1282 node_name_905 8.514188682395938
node_name_1282 node_name_1283 8.514389264083503
node_name_1282 node_name_1483 8.514589805546123
node_name_1282 node_name_1735 8.514790306799927
node_name_1282 node_name_1776 8.514990767861038
node_name_1282 node_name_2324 8.515191188745565
node_name_1283 node_name_1282 8.515391569469609
node_name_1283 node_name_1776 8.515591910049263
node_name_1283 node_name_2324 8.51579221050061
node_name_1284 node_name_757 8.515992470839718
node_name_1284 node_name_902 8.516192691082654
node_name_1284 node_name_998 8.516392871245468
node_name_1284 node_name_1103 8.516593011344206
node_name_1284 node_name_1358 8.516793111394898
node_name_1284 node_name_1604 8.51699317141357
node_name_1284 node_name_2450 8.517193191416238
node_name_1285 node_name_711 8.517393171418904
node_name_1285 node_name_2182 8.517593111437565
node_name_1286 node_name_538 8.517793011488205
node_name_1287 node_name_59 8.517992871586802
node_name_1287 node_name_481 8.518192691749322
node_name_1287 node_name_1164 8.518392471991719
node_name_1287 node_name_1358 8.518592212329946
node_name_1288 node_name_88 8.518791912779934
node_name_1288 node_name_1309 8.518991573357617
node_name_1289 node_name_1622 8.51919119407891
node_name_1289 node_name_1705 8.519390774959724
node_name_1290 node_name_212 8.51959031601596
node_name_1290 node_name_1213 8.519789817263504
node_name_1290 node_name_2258 8.519989278718239
node_name_1291 node_name_1224 8.520188700396035
node_name_1291 node_name_1660 8.520388082312756
node_name_1291 node_name_2154 8.520587424484253
node_name_1292 node_name_689 8.520786726926367
node_name_1292 node_name_1317 8.520985989654934
node_name_1292 node_name_1358 8.521185212685776
node_name_1293 node_name_65 8.521384396034705
node_name_1293 node_name_1013 8.52158353971753
node_name_1293 node_name_2418 8.521782643750045
node_name_1294 node_name_352 8.521981708148035
node_name_1294 node_name_733 8.522180732927277
node_name_1295 node_name_1171 8.522379718103538
node_name_1295 node_name_1987 8.522578663692576
node_name_1296 node_name_35 8.522777569710138
node_name_1296 node_name_440 8.522976436171964
node_name_1296 node_name_728 8.523175263093785
node_name_1296 node_name_895 8.523374050491318
node_name_1296 node_name_1910 8.523572798380277
node_name_1296 node_name_1911 8.52377150677636
node_name_1296 node_name_1912 8.523970175695261
node_name_1296 node_name_1913 8.524168805152662
node_name_1297 node_name_316 8.524367395164237
node_name_1297 node_name_598 8.52456594574565
node_name_1297 node_name_766 8.524764456912555
node_name_1298 node_name_2703 8.524962928680598
node_name_1299 node_name_598 8.525161361065415
node_name_1299 node_name_1701 8.525359754082631
node_name_1299 node_name_1810 8.525558107747866
node_name_1300 node_name_251 8.525756422076725
node_name_1300 node_name_507 8.52595469708481
node_name_1300 node_name_812 8.52615293278771
node_name_1300 node_name_877 8.526351129201004
node_name_1300 node_name_1542 8.526549286340263
node_name_1300 node_name_1933 8.52674740422105
node_name_1300 node_name_1940 8.526945482858915
node_name_1300 node_name_1941 8.527143522269405
node_name_1300 node_name_2508 8.527341522468053
node_name_1301 node_name_25 8.527539483470381
node_name_1301 node_name_598 8.527737405291909
node_name_1301 node_name_1315 8.52793528794814
node_name_1301 node_name_1316 8.528133131454572
node_name_1301 node_name_1542 8.528330935826693
node_name_1301 node_name_2140 8.528528701079983
node_name_1302 node_name_1006 8.52872642722991
node_name_1303 node_name_95 8.528924114291936
node_name_1303 node_name_746 8.52912176228151
node_name_1303 node_name_979 8.529319371214077
node_name_1303 node_name_1026 8.529516941105069
node_name_1303 node_name_2163 8.529714471969909
node_name_1304 node_name_505 8.529911963824013
node_name_1304 node_name_937 8.530109416682784
node_name_1304 node_name_1180 8.53030683056162
node_name_1305 node_name_466 8.53050420547591
node_name_1305 node_name_1358 8.53070154144103
node_name_1306 node_name_364 8.53089883847235
node_name_1306 node_name_1317 8.531096096585228
node_name_1307 node_name_802 8.531293315795018
node_name_1307 node_name_804 8.531490496117062
node_name_1307 node_name_922 8.53168763756669
node_name_1307 node_name_1444 8.531884740159228
node_name_1307 node_name_2536 8.532081803909987
node_name_1308 node_name_1229 8.532278828834277
node_name_1308 node_name_1254 8.532475814947395
node_name_1308 node_name_1627 8.532672762264625
node_name_1309 node_name_61 8.532869670801245
node_name_1309 node_name_88 8.533066540572527
node_name_1309 node_name_415 8.533263371593732
node_name_1309 node_name_490 8.53346016388011
node_name_1309 node_name_851 8.533656917446903
node_name_1309 node_name_995 8.533853632309345
node_name_1309 node_name_1288 8.53405030848266
node_name_1309 node_name_1338 8.534246945982066
node_name_1309 node_name_1625 8.534443544822764
node_name_1309 node_name_1677 8.534640105019959
node_name_1309 node_name_1741 8.534836626588833
node_name_1309 node_name_1882 8.53503310954457
node_name_1309 node_name_2015 8.535229553902337
node_name_1309 node_name_2102 8.535425959677298
node_name_1309 node_name_2103 8.535622326884605
node_name_1309 node_name_2178 8.535818655539403
node_name_1310 node_name_2692 8.536014945656826
node_name_1311 node_name_468 8.536211197252
node_name_1311 node_name_1312 8.536407410340042
node_name_1311 node_name_1313 8.53660358493606
node_name_1311 node_name_2080 8.536799721055155
node_name_1312 node_name_904 8.536995818712418
node_name_1312 node_name_1311 8.537191877922927
node_name_1312 node_name_1313 8.537387898701757
node_name_1313 node_name_468 8.537583881063972
node_name_1313 node_name_573 8.537779825024625
node_name_1313 node_name_1311 8.537975730598767
node_name_1313 node_name_1312 8.53817159780143
node_name_1313 node_name_2407 8.538367426647644
node_name_1314 node_name_514 8.53856321715243
node_name_1314 node_name_890 8.538758969330798
node_name_1314 node_name_1269 8.53895468319775
node_name_1315 node_name_17 8.53915035876828
node_name_1315 node_name_1301 8.53934599605737
node_name_1316 node_name_17 8.53954159508
node_name_1316 node_name_927 8.539737155851132
node_name_1316 node_name_1301 8.539932678385727
node_name_1316 node_name_1679 8.540128162698734
node_name_1317 node_name_689 8.540323608805092
node_name_1317 node_name_796 8.540519016719735
node_name_1317 node_name_1040 8.540714386457584
node_name_1317 node_name_1148 8.540909718033554
node_name_1317 node_name_1292 8.54110501146255
node_name_1317 node_name_1306 8.541300266759471
node_name_1317 node_name_1719 8.541495483939203
node_name_1317 node_name_1720 8.541690663016626
node_name_1317 node_name_1739 8.54188580400661
node_name_1317 node_name_2220 8.542080906924017
node_name_1317 node_name_2221 8.5422759717837
node_name_1318 node_name_12 8.542470998600505
node_name_1318 node_name_2661 8.542665987389269
node_name_1318 node_name_2662 8.542860938164814
node_name_1319 node_name_186 8.543055850941965
node_name_1319 node_name_2034 8.543250725735527
node_name_1320 node_name_1050 8.543445562560303
node_name_1320 node_name_1349 8.543640361431086
node_name_1320 node_name_1491 8.543835122362658
node_name_1320 node_name_2684 8.544029845369797
node_name_1321 node_name_2501 8.544224530467268
node_name_1322 node_name_63 8.544419177669829
node_name_1322 node_name_2265 8.54461378699223
node_name_1323 node_name_1701 8.544808358449211
node_name_1324 node_name_2035 8.545002892055505
node_name_1324 node_name_2265 8.545197387825835
node_name_1325 node_name_298 8.545391845774915
node_name_1325 node_name_327 8.545586265917455
node_name_1325 node_name_1000 8.545780648268149
node_name_1325 node_name_1095 8.545974992841689
node_name_1325 node_name_2063 8.546169299652755
node_name_1325 node_name_2247 8.546363568716018
node_name_1326 node_name_928 8.546557800046141
node_name_1326 node_name_2063 8.546751993657782
node_name_1327 node_name_495 8.546946149565585
node_name_1327 node_name_1328 8.54714026778419
node_name_1327 node_name_2161 8.547334348328224
node_name_1328 node_name_495 8.54752839121231
node_name_1328 node_name_1327 8.54772239645106
node_name_1328 node_name_2160 8.547916364059079
node_name_1329 node_name_78 8.548110294050959
node_name_1329 node_name_733 8.54830418644129
node_name_1329 node_name_994 8.54849804124465
node_name_1330 node_name_1204 8.548691858475609
node_name_1330 node_name_1837 8.548885638148727
node_name_1330 node_name_2068 8.54907938027856
node_name_1331 node_name_310 8.54927308487965
node_name_1331 node_name_1576 8.549466751966532
node_name_1331 node_name_1810 8.549660381553739
node_name_1332 node_name_436 8.549853973655786
node_name_1332 node_name_621 8.550047528287184
node_name_1332 node_name_2024 8.550241045462437
node_name_1333 node_name_749 8.550434525196039
node_name_1333 node_name_1973 8.550627967502475
node_name_1333 node_name_2195 8.550821372396221
node_name_1333 node_name_2312 8.551014739891748
node_name_1334 node_name_1542 8.551208070003515
node_name_1334 node_name_1577 8.551401362745974
node_name_1334 node_name_1701 8.55159461813357
node_name_1334 node_name_1941 8.551787836180736
node_name_1334 node_name_1950 8.551981016901902
node_name_1335 node_name_1856 8.552174160311482
node_name_1335 node_name_2087 8.552367266423891
node_name_1335 node_name_2090 8.55256033525353
node_name_1336 node_name_86 8.552753366814787
node_name_1336 node_name_695 8.552946361122055
node_name_1336 node_name_1012 8.553139318189707
node_name_1336 node_name_1452 8.55333223803211
node_name_1336 node_name_1797 8.553525120663627
node_name_1336 node_name_2032 8.55371796609861
node_name_1336 node_name_2033 8.553910774351401
node_name_1336 node_name_2034 8.554103545436334
node_name_1337 node_name_109 8.55429627936774
node_name_1337 node_name_563 8.554488976159934
node_name_1337 node_name_1701 8.55468163582723
node_name_1337 node_name_2045 8.554874258383926
node_name_1338 node_name_1309 8.555066843844319
node_name_1338 node_name_1912 8.555259392222693
node_name_1338 node_name_2385 8.555451903533328
node_name_1339 node_name_154 8.55564437779049
node_name_1339 node_name_1358 8.555836815008442
node_name_1339 node_name_1753 8.556029215201436
node_name_1340 node_name_872 8.556221578383715
node_name_1340 node_name_1413 8.556413904569519
node_name_1340 node_name_1542 8.556606193773073
node_name_1340 node_name_1943 8.556798446008598
node_name_1341 node_name_868 8.556990661290303
node_name_1341 node_name_1224 8.557182839632397
node_name_1341 node_name_2425 8.557374981049069
node_name_1342 node_name_1050 8.55756708555451
node_name_1342 node_name_1230 8.557759153162898
node_name_1343 node_name_118 8.557951183888406
node_name_1343 node_name_255 8.558143177745192
node_name_1343 node_name_836 8.558335134747413
node_name_1343 node_name_1507 8.558527054909215
node_name_1343 node_name_1645 8.558718938244736
node_name_1343 node_name_2165 8.558910784768106
node_name_1343 node_name_2316 8.559102594493448
node_name_1344 node_name_25 8.559294367434873
node_name_1344 node_name_724 8.559486103606488
node_name_1344 node_name_815 8.559677803022392
node_name_1344 node_name_1928 8.559869465696673
node_name_1344 node_name_2315 8.560061091643414
node_name_1345 node_name_202 8.560252680876685
node_name_1345 node_name_353 8.560444233410552
node_name_1346 node_name_109 8.560635749259074
node_name_1346 node_name_306 8.560827228436299
node_name_1346 node_name_519 8.561018670956267
node_name_1346 node_name_1670 8.561210076833012
node_name_1347 node_name_281 8.561401446080557
node_name_1347 node_name_1997 8.561592778712923
node_name_1348 node_name_218 8.561784074744113
node_name_1348 node_name_1810 8.56197533418813
node_name_1348 node_name_2163 8.56216655705897
node_name_1348 node_name_2605 8.562357743370612
node_name_1349 node_name_39 8.562548893137034
node_name_1349 node_name_1320 8.562740006372207
node_name_1349 node_name_1634 8.562931083090092
node_name_1349 node_name_2684 8.563122123304638
node_name_1350 node_name_1443 8.56331312702979
node_name_1351 node_name_69 8.563504094279487
node_name_1351 node_name_262 8.563695025067657
node_name_1351 node_name_604 8.56388591940822
node_name_1351 node_name_907 8.564076777315087
node_name_1351 node_name_1362 8.564267598802166
node_name_1351 node_name_1535 8.564458383883352
node_name_1351 node_name_1592 8.564649132572534
node_name_1351 node_name_1972 8.56483984488359
node_name_1351 node_name_2134 8.565030520830398
node_name_1351 node_name_2282 8.56522116042682
node_name_1352 node_name_506 8.565411763686711
node_name_1353 node_name_97 8.565602330623925
node_name_1353 node_name_661 8.5657928612523
node_name_1354 node_name_371 8.565983355585669
node_name_1354 node_name_400 8.566173813637858
node_name_1354 node_name_1183 8.566364235422688
node_name_1354 node_name_2270 8.566554620953962
node_name_1355 node_name_1171 8.566744970245486
node_name_1355 node_name_1957 8.566935283311052
node_name_1356 node_name_1613 8.567125560164447
node_name_1357 node_name_2025 8.567315800819449
node_name_1357 node_name_2170 8.567506005289827
node_name_1358 node_name_30 8.567696173589344
node_name_1358 node_name_34 8.567886305731756
node_name_1358 node_name_53 8.568076401730806
node_name_1358 node_name_59 8.568266461600238
node_name_1358 node_name_68 8.56845648535378
node_name_1358 node_name_72 8.568646473005153
node_name_1358 node_name_73 8.568836424568076
node_name_1358 node_name_90 8.569026340056254
node_name_1358 node_name_101 8.569216219483389
node_name_1358 node_name_111 8.569406062863171
node_name_1358 node_name_154 8.569595870209286
node_name_1358 node_name_155 8.569785641535407
node_name_1358 node_name_156 8.569975376855206
node_name_1358 node_name_170 8.570165076182343
node_name_1358 node_name_173 8.57035473953047
node_name_1358 node_name_174 8.570544366913232
node_name_1358 node_name_228 8.570733958344267
node_name_1358 node_name_244 8.570923513837204
node_name_1358 node_name_246 8.571113033405668
node_name_1358 node_name_289 8.57130251706327
node_name_1358 node_name_326 8.571491964823617
node_name_1358 node_name_333 8.571681376700306
node_name_1358 node_name_337 8.571870752706934
node_name_1358 node_name_341 8.572060092857077
node_name_1358 node_name_346 8.572249397164315
node_name_1358 node_name_357 8.572438665642215
node_name_1358 node_name_364 8.572627898304338
node_name_1358 node_name_466 8.572817095164234
node_name_1358 node_name_489 8.57300625623545
node_name_1358 node_name_501 8.573195381531523
node_name_1358 node_name_524 8.57338447106598
node_name_1358 node_name_552 8.573573524852344
node_name_1358 node_name_580 8.57376254290413
node_name_1358 node_name_609 8.573951525234847
node_name_1358 node_name_613 8.574140471857987
node_name_1358 node_name_616 8.574329382787047
node_name_1358 node_name_626 8.574518258035507
node_name_1358 node_name_645 8.574707097616844
node_name_1358 node_name_684 8.574895901544526
node_name_1358 node_name_686 8.575084669832014
node_name_1358 node_name_687 8.575273402492762
node_name_1358 node_name_689 8.575462099540212
node_name_1358 node_name_708 8.575650760987806
node_name_1358 node_name_744 8.57583938684897
node_name_1358 node_name_748 8.57602797713713
node_name_1358 node_name_754 8.576216531865699
node_name_1358 node_name_757 8.576405051048084
node_name_1358 node_name_758 8.576593534697684
node_name_1358 node_name_764 8.576781982827894
node_name_1358 node_name_796 8.576970395452099
node_name_1358 node_name_797 8.57715877258367
node_name_1358 node_name_819 8.577347114235984
node_name_1358 node_name_823 8.577535420422398
node_name_1358 node_name_831 8.57772369115627
node_name_1358 node_name_853 8.577911926450943
node_name_1358 node_name_873 8.57810012631976
node_name_1358 node_name_876 8.57828829077605
node_name_1358 node_name_882 8.578476419833136
node_name_1358 node_name_902 8.57866451350434
node_name_1358 node_name_919 8.578852571802965
node_name_1358 node_name_929 8.579040594742317
node_name_1358 node_name_951 8.57922858233569
node_name_1358 node_name_957 8.579416534596369
node_name_1358 node_name_970 8.579604451537634
node_name_1358 node_name_978 8.579792333172758
node_name_1358 node_name_985 8.579980179515003
node_name_1358 node_name_999 8.580167990577626
node_name_1358 node_name_1038 8.580355766373877
node_name_1358 node_name_1040 8.580543506917
node_name_1358 node_name_1041 8.580731212220226
node_name_1358 node_name_1070 8.580918882296782
node_name_1358 node_name_1072 8.58110651715989
node_name_1358 node_name_1103 8.581294116822761
node_name_1358 node_name_1123 8.5814816812986
node_name_1358 node_name_1145 8.581669210600602
node_name_1358 node_name_1149 8.58185670474196
node_name_1358 node_name_1154 8.582044163735853
node_name_1358 node_name_1169 8.58223158759546
node_name_1358 node_name_1189 8.582418976333944
node_name_1358 node_name_1205 8.58260632996447
node_name_1358 node_name_1209 8.582793648500186
node_name_1358 node_name_1229 8.582980931954241
node_name_1358 node_name_1238 8.58316818033977
node_name_1358 node_name_1243 8.583355393669907
node_name_1358 node_name_1281 8.583542571957771
node_name_1358 node_name_1284 8.583729715216482
node_name_1358 node_name_1287 8.583916823459145
node_name_1358 node_name_1292 8.584103896698863
node_name_1358 node_name_1305 8.584290934948731
node_name_1358 node_name_1339 8.584477938221834
node_name_1358 node_name_1384 8.58466490653125
node_name_1358 node_name_1389 8.584851839890053
node_name_1358 node_name_1444 8.585038738311304
node_name_1358 node_name_1471 8.585225601808064
node_name_1358 node_name_1480 8.585412430393381
node_name_1358 node_name_1483 8.585599224080298
node_name_1358 node_name_1492 8.585785982881848
node_name_1358 node_name_1499 8.585972706811063
node_name_1358 node_name_1516 8.58615939588096
node_name_1358 node_name_1546 8.586346050104554
node_name_1358 node_name_1550 8.58653266949485
node_name_1358 node_name_1562 8.586719254064848
node_name_1358 node_name_1565 8.586905803827538
node_name_1358 node_name_1568 8.587092318795905
node_name_1358 node_name_1599 8.587278798982926
node_name_1358 node_name_1604 8.587465244401569
node_name_1358 node_name_1620 8.587651655064798
node_name_1358 node_name_1646 8.58783803098557
node_name_1358 node_name_1708 8.588024372176829
node_name_1358 node_name_1709 8.588210678651517
node_name_1358 node_name_1710 8.58839695042257
node_name_1358 node_name_1711 8.58858318750291
node_name_1358 node_name_1712 8.58876938990546
node_name_1358 node_name_1713 8.588955557643128
node_name_1358 node_name_1714 8.589141690728821
node_name_1358 node_name_1715 8.589327789175437
node_name_1358 node_name_1716 8.589513852995864
node_name_1358 node_name_1717 8.589699882202986
node_name_1358 node_name_1718 8.589885876809678
node_name_1358 node_name_1719 8.59007183682881
node_name_1358 node_name_1720 8.590257762273243
node_name_1358 node_name_1721 8.59044365315583
node_name_1358 node_name_1722 8.59062950948942
node_name_1358 node_name_1723 8.590815331286851
node_name_1358 node_name_1724 8.591001118560957
node_name_1358 node_name_1725 8.591186871324563
node_name_1358 node_name_1726 8.591372589590488
node_name_1358 node_name_1727 8.591558273371545
node_name_1358 node_name_1728 8.591743922680534
node_name_1358 node_name_1729 8.591929537530255
node_name_1358 node_name_1730 8.592115117933497
node_name_1358 node_name_1731 8.592300663903043
node_name_1358 node_name_1732 8.592486175451668
node_name_1358 node_name_1733 8.592671652592143
node_name_1358 node_name_1734 8.592857095337227
node_name_1358 node_name_1735 8.593042503699674
node_name_1358 node_name_1736 8.593227877692234
node_name_1358 node_name_1737 8.593413217327646
node_name_1358 node_name_1738 8.593598522618644
node_name_1358 node_name_1739 8.59378379357795
node_name_1358 node_name_1740 8.593969030218288
node_name_1358 node_name_1741 8.594154232552366
node_name_1358 node_name_1742 8.594339400592892
node_name_1358 node_name_1743 8.59452453435256
node_name_1358 node_name_1744 8.594709633844065
node_name_1358 node_name_1745 8.59489469908009
node_name_1358 node_name_1746 8.595079730073309
node_name_1358 node_name_1747 8.595264726836392
node_name_1358 node_name_1748 8.595449689382004
node_name_1358 node_name_1749 8.5956346177228
node_name_1358 node_name_1750 8.595819511871428
node_name_1358 node_name_1751 8.596004371840527
node_name_1358 node_name_1752 8.596189197642735
node_name_1358 node_name_1753 8.59637398929068
node_name_1358 node_name_1754 8.596558746796978
node_name_1358 node_name_1755 8.596743470174246
node_name_1358 node_name_1756 8.596928159435091
node_name_1358 node_name_1757 8.59711281459211
node_name_1358 node_name_1758 8.597297435657898
node_name_1358 node_name_1759 8.59748202264504
node_name_1358 node_name_1760 8.597666575566114
node_name_1358 node_name_1761 8.597851094433691
node_name_1358 node_name_1762 8.598035579260339
node_name_1358 node_name_1763 8.598220030058611
node_name_1358 node_name_1764 8.59840444684106
node_name_1358 node_name_1765 8.598588829620232
node_name_1358 node_name_1766 8.59877317840866
node_name_1358 node_name_2597 8.598957493218878
node_name_1359 node_name_181 8.599141774063405
node_name_1359 node_name_1464 8.59932602095476
node_name_1359 node_name_1914 8.599510233905452
node_name_1359 node_name_2278 8.599694412927981
node_name_1359 node_name_2480 8.599878558034845
node_name_1360 node_name_541 8.600062669238532
node_name_1360 node_name_647 8.600246746551523
node_name_1360 node_name_904 8.600430789986293
node_name_1360 node_name_1650 8.60061479955531
node_name_1360 node_name_1902 8.600798775271034
node_name_1360 node_name_1904 8.600982717145921
node_name_1360 node_name_1960 8.601166625192416
